iter	Passed	Remaining
650	7178	3848
651	7194	3840
652	7197	3824
653	7209	3813
654	7212	3798
655	7224	3788
656	7239	3779
657	7255	3771
658	7258	3755
659	7269	3745
660	7285	3736
661	7317	3736
662	7348	3735
663	7364	3726
664	7379	3717
665	7394	3708
666	7409	3699
667	7412	3684
668	7424	3673
669	7439	3664
670	7442	3649
671	7445	3633
672	7448	3618
673	7455	3605
674	7470	3597
675	7473	3582
676	7485	3571
677	7488	3556
678	7501	3546
679	7516	3537
680	7531	3528
681	7546	3518
682	7549	3504
683	7552	3489
684	7562	3477
685	7594	3476
686	7610	3467
687	7613	3452
688	7624	3441
689	7655	3439
690	7659	3425
691	7671	3414
692	7687	3405
693	7703	3396
694	7718	3387
695	7733	3378
696	7736	3363
697	7739	3348
698	7742	3334
699	7746	3319
700	7749	3305
701	7796	3309
702	7812	3300
703	7828	3291
704	7844	3282
705	7859	3273
706	7862	3258
707	7875	3247
708	7890	3238
709	7922	3235
710	7925	3221
711	7937	3210
712	7952	3201
713	7968	3192
714	7984	3182
715	8000	3173
716	8003	3158
717	8006	3144
718	8009	3130
719	8015	3117
720	8018	3102
721	8021	3088
722	8048	3083
723	8063	3073
724	8066	3059
725	8069	3045
726	8072	3031
727	8093	3024
728	8109	3014
729	8159	3017
730	8173	3007
731	8204	3003
732	8219	2994
733	8235	2984
734	8250	2974
735	8254	2960
736	8264	2949
737	8298	2945
738	8303	2932
739	8308	2919
740	8311	2905
741	8314	2890
742	8326	2880
743	8341	2870
744	8344	2856
745	8347	2842
746	8356	2830
747	8359	2816
748	8371	2805
749	8387	2795
750	8390	2782
751	8393	2768
752	8403	2756
753	8435	2752
754	8466	2747
755	8480	2737
756	8483	2723
757	8486	2709
758	8490	2695
759	8496	2683
760	8512	2673
761	8544	2668
762	8547	2654
763	8550	2641
764	8553	2627
765	8556	2614
766	8575	2605
767	8640	2610
768	8654	2599
769	8657	2586
770	8670	2575
771	8673	2561
772	8686	2550
773	8701	2540
774	8704	2527
775	8718	2516
776	8721	2503
777	8751	2497
778	8754	2483
779	8780	2476
780	8795	2466
781	8811	2456
782	8827	2446
783	8831	2433
784	8843	2422
785	8858	2411
786	8874	2401
787	8890	2391
788	8906	2381
789	8909	2368
790	8936	2361
791	8968	2355
792	8983	2345
793	8986	2331
794	8999	2320
795	9002	2307
796	9006	2293
797	9030	2285
798	9045	2275
799	9048	2262
800	9060	2250
801	9063	2237
802	9075	2226
803	9078	2213
804	9081	2199
805	9090	2188
806	9106	2177
807	9109	2164
808	9121	2153
809	9137	2143
810	9140	2130
811	9143	2116
812	9152	2105
813	9167	2094
814	9170	2081
815	9199	2074
816	9214	2064
817	9230	2053
818	9245	2043
819	9249	2030
820	9260	2018
821	9276	2008
822	9291	1998
823	9294	1985
824	9307	1974
825	9310	1961
826	9314	1948
827	9322	1936
828	9339	1926
829	9342	1913
830	9368	1905
831	9372	1892
832	9400	1884
833	9416	1874
834	9431	1863
835	9447	1853
836	9451	1840
837	9454	1827
838	9457	1814
839	9460	1802
840	9479	1792
841	9483	1779
842	9495	1768
843	9498	1755
844	9501	1742
845	9510	1731
846	9513	1718
847	9525	1707
848	9540	1696
849	9544	1684
850	9571	1675
851	9574	1663
852	9586	1652
853	9601	1641
854	9648	1636
855	9652	1623
856	9664	1612
857	9695	1604
858	9711	1594
859	9727	1583
860	9730	1570
861	9733	1558
862	9742	1546
863	9758	1536
864	9773	1525
865	9788	1514
866	9791	1502
867	9794	1489
868	9803	1477
869	9806	1465
870	9818	1454
871	9834	1443
872	9848	1432
873	9852	1420
874	9855	1407
875	9858	1395
876	9861	1383
877	9897	1375
878	9912	1364
879	9915	1352
880	9918	1339
881	9926	1328
882	9929	1315
883	9932	1303
884	9935	1291
885	9941	1279
886	9944	1266
887	9947	1254
888	9950	1242
889	9956	1230
890	9959	1218
891	9962	1206
892	9965	1194
893	9968	1181
894	9971	1169
895	10003	1161
896	10009	1149
897	10014	1137
898	10018	1125
899	10033	1114
900	10036	1102
901	10040	1090
902	10048	1079
903	10063	1068
904	10066	1056
905	10069	1044
906	10079	1033
907	10094	1022
908	10126	1013
909	10156	1004
910	10172	993
911	10175	981
912	10178	969
913	10188	958
914	10203	947
915	10207	936
916	10218	924
917	10233	914
918	10236	902
919	10264	892
920	10279	881
921	10282	869
922	10286	858
923	10294	846
924	10310	835
925	10313	824
926	10326	813
927	10341	802
928	10356	791
929	10371	780
930	10374	768
931	10386	757
932	10401	746
933	10404	735
934	10407	723
935	10416	712
936	10431	701
937	10434	689
938	10461	679
939	10464	667
940	10476	656
941	10480	645
942	10491	634
943	10494	622
944	10497	610
945	10520	600
946	10523	588
947	10536	577
948	10552	567
949	10583	557
950	10587	545
951	10591	534
952	10594	522
953	10612	511
954	10615	500
955	10628	489
956	10643	478
957	10659	467
958	10662	455
959	10674	444
960	10689	433
961	10705	422
962	10708	411
963	10721	400
964	10724	388
965	10736	377
966	10739	366
967	10742	355
968	10750	343
969	10754	332
970	10766	321
971	10770	310
972	10782	299
973	10814	288
974	10818	277
975	10829	266
976	10845	255
977	10860	244
978	10863	233
979	10866	221
980	10891	210
981	10894	199
982	10906	188
983	10909	177
984	10912	166
985	10922	155
986	10938	144
987	10941	132
988	10944	121
989	10947	110
990	10953	99
991	10969	88
992	10999	77
993	11015	66
994	11031	55
995	11046	44
996	11062	33
997	11065	22
998	11078	11
999	11093	0
