iter	Logloss
353	0.2892089844
354	0.2890234375
355	0.2888841146
356	0.2887104818
357	0.2885839518
358	0.2884982096
359	0.2883272135
360	0.288267513
361	0.2881522786
362	0.2880748047
363	0.2879977214
364	0.2878981445
365	0.2877565104
366	0.2876722656
367	0.2875704427
368	0.2874695964
369	0.2873619792
370	0.2872619141
371	0.2871167969
372	0.2868661133
373	0.2867798177
374	0.286633724
375	0.2865494466
376	0.2863448893
377	0.2862148438
378	0.2860745443
379	0.2859544596
380	0.2858226888
381	0.2857211589
382	0.2856538411
383	0.2855998372
384	0.2854621745
385	0.2853498047
386	0.2852073893
387	0.2850937826
388	0.2849161458
389	0.2848007487
390	0.284705599
391	0.284621224
392	0.2845213542
393	0.284358138
394	0.2841733724
395	0.2840398438
396	0.283868099
397	0.2837911133
398	0.2836237305
399	0.283482194
400	0.2833401693
401	0.2832291016
402	0.2831028971
403	0.2830130208
404	0.2829383789
405	0.2828297201
406	0.2826895508
407	0.2826056641
408	0.2824567057
409	0.2823108073
410	0.2822217448
411	0.282135612
412	0.2820099609
413	0.2819479818
414	0.2818447917
415	0.2817723958
416	0.2816147135
417	0.2814751628
418	0.281383724
419	0.2812963542
420	0.2811537109
421	0.2810272461
422	0.2808967448
423	0.2807901693
424	0.2806540365
425	0.280523763
426	0.2804115885
427	0.2802618815
428	0.2801723633
429	0.2801073568
430	0.2800282552
431	0.279909375
432	0.2798432292
433	0.2797280924
434	0.2796160156
435	0.2795183594
436	0.2793754557
437	0.2792520182
438	0.2791532552
439	0.2790625
440	0.2789514323
441	0.2788555664
442	0.2786828776
443	0.2785708659
444	0.2784923828
445	0.2783486979
446	0.2782275065
447	0.2781057943
448	0.2779979818
449	0.2778719727
450	0.277784082
451	0.2776424479
452	0.2775387695
453	0.2774257161
454	0.2773221354
455	0.2771994792
456	0.2770626302
457	0.2769659505
458	0.2769087891
459	0.2768232422
460	0.2767335286
461	0.2766566406
462	0.2765458333
463	0.2764085612
464	0.2762569987
465	0.2761308919
466	0.276033138
467	0.2759452474
468	0.2758264974
469	0.2757670573
470	0.2756431641
471	0.2755550781
472	0.2754426432
473	0.2752912435
474	0.2752035482
475	0.2751188802
476	0.2749830078
477	0.2749133464
478	0.2747874349
479	0.2746701172
480	0.2745275391
481	0.2744429362
482	0.2743783203
483	0.2742883464
484	0.2741904948
485	0.2741235677
486	0.2739755534
487	0.2738572591
488	0.2737145508
489	0.2735713867
490	0.2734842122
491	0.2733063151
492	0.2732100586
493	0.2731013672
494	0.2730041992
495	0.2729169596
496	0.272796696
497	0.272693929
498	0.2726270833
499	0.2725183431
500	0.272385026
501	0.272224707
502	0.2720981445
503	0.2719662435
504	0.2718372559
505	0.2717277669
506	0.2715903646
507	0.2714882324
508	0.2714157064
509	0.2712803385
510	0.271151237
511	0.2710068848
512	0.2709239909
513	0.2708268229
514	0.2707229818
515	0.2706510091
516	0.2705632813
517	0.2704521484
518	0.2703443359
519	0.2702655111
520	0.2701138509
521	0.2700070964
522	0.2698951335
523	0.269835026
524	0.2697606771
525	0.269584082
526	0.2694402669
527	0.2693097982
528	0.269194043
529	0.2690607747
530	0.2689443359
531	0.2688251953
532	0.2687574544
533	0.2686449219
534	0.2685201497
535	0.2683424479
536	0.2681475749
537	0.2680287435
538	0.2679036947
539	0.2678395671
540	0.2676563802
541	0.2675592285
542	0.2674802409
543	0.2674074056
544	0.2673332682
545	0.2672500326
546	0.2671541016
547	0.2670291992
548	0.2668800781
549	0.2667574056
550	0.2666466146
551	0.2665185547
552	0.2664330404
553	0.2663575846
554	0.2662452474
555	0.2660858073
556	0.2659933594
557	0.2659161784
558	0.2658198893
559	0.2657087565
560	0.2656200846
561	0.2655491211
562	0.2654095703
563	0.2652751953
564	0.2651129557
565	0.2650014811
566	0.2649086426
567	0.2648166504
568	0.2647306966
569	0.2646584961
570	0.2645044759
571	0.2644126953
572	0.2642821452
573	0.2642236979
574	0.2641205566
575	0.2640751953
576	0.2639682943
577	0.2638225098
578	0.263741276
579	0.263630957
580	0.2635226074
581	0.2634284505
582	0.2633243978
583	0.2631841797
584	0.2630479818
585	0.2629666992
586	0.2628635091
587	0.2627345052
588	0.2626624186
589	0.2624812826
590	0.2623583008
591	0.2622541992
592	0.262133138
593	0.2620029622
594	0.2619258138
595	0.2618123372
596	0.2617320312
597	0.2616613607
598	0.2615399577
599	0.2614297038
600	0.261333724
601	0.2612203288
602	0.2611116536
603	0.2610405111
604	0.2609610352
605	0.2608857747
606	0.260776888
607	0.2606694987
608	0.2605633789
609	0.2604577148
610	0.2603597656
611	0.2602956706
612	0.2602001953
613	0.2601056803
614	0.2600017253
615	0.2599255046
616	0.2598319499
617	0.2597736003
618	0.2596755208
619	0.2596064779
620	0.2595125
621	0.2593749186
622	0.2593045898
623	0.2592092122
624	0.2590937663
625	0.258972054
626	0.2588328776
627	0.2587808919
628	0.2586691732
629	0.2585578776
630	0.2584383138
631	0.2583100749
632	0.2582082194
633	0.2581451986
634	0.2580535482
635	0.2578758789
636	0.2578188314
637	0.2577183919
638	0.2576305339
639	0.2575344401
640	0.2574661784
641	0.2573599935
642	0.2572736003
643	0.2571908691
644	0.2570783203
645	0.257006429
646	0.2569055501
647	0.2568258952
648	0.2566880208
649	0.2565954753
650	0.2565262044
651	0.2564509603
652	0.2563158203
653	0.2562324219
654	0.2561245443
655	0.2560345866
656	0.2559695964
657	0.2558420573
658	0.2556782389
659	0.2555775716
660	0.255504362
661	0.2554272135
662	0.2553277995
663	0.2551742188
664	0.2550682943
665	0.2549613118
666	0.2548970215
667	0.2547985026
668	0.2547058431
669	0.2546485352
670	0.2545677897
671	0.2544937337
672	0.2543562826
673	0.2542366862
674	0.2541874837
675	0.2541286458
676	0.2539910319
677	0.2539199219
678	0.2538383789
679	0.2537460938
680	0.2536619954
681	0.253579362
682	0.2534686523
683	0.2533784831
684	0.2533166829
685	0.253255485
686	0.2532028646
687	0.2531015137
688	0.2530122721
689	0.2528753581
690	0.2527181478
691	0.2526234049
692	0.2525264811
693	0.2524033529
694	0.2523086589
695	0.2522133464
696	0.2521154297
697	0.2520192383
698	0.2519392578
699	0.2518304687
700	0.2517665365
701	0.2516840983
702	0.2516144206
703	0.2515504557
704	0.2514237956
705	0.2513313477
706	0.2511976563
707	0.2510555176
708	0.2509395508
709	0.2508629883
710	0.25080389
711	0.250694043
712	0.2506375
713	0.2505981445
714	0.2505288086
715	0.2504378255
716	0.2503987305
717	0.2503460612
718	0.2502546387
719	0.2501761068
720	0.25008361
721	0.2500354167
722	0.2499784505
723	0.249878418
724	0.2497884115
725	0.2496778809
726	0.249590446
727	0.2495395671
728	0.2494257161
729	0.2493116048
730	0.2492337891
731	0.2491439779
732	0.2490722005
733	0.2489959147
734	0.2488979492
735	0.2488291504
736	0.2487522949
737	0.2486363444
738	0.248550651
739	0.248433724
740	0.2483120768
741	0.248258138
742	0.248184196
743	0.248115332
744	0.247941748
745	0.247816569
746	0.2477384928
747	0.247645752
748	0.2475375814
749	0.2474526367
750	0.2473603678
751	0.2472489909
752	0.2471605794
753	0.2470669596
754	0.2469762533
755	0.246889974
756	0.2468128906
757	0.2466415365
758	0.2465034017
759	0.2463662923
760	0.2463189453
761	0.2462187663
762	0.2461502767
763	0.2460185384
764	0.2458574707
765	0.2457561361
766	0.2456720866
767	0.2455652669
768	0.2454554199
769	0.2453936198
770	0.2453328451
771	0.2452466146
772	0.2451388672
773	0.245093457
774	0.2450410319
775	0.2449976237
776	0.244883138
777	0.2448100911
778	0.2447130371
779	0.2446246419
780	0.2445765462
781	0.2445249186
782	0.2444647461
783	0.2443841309
784	0.2443309408
785	0.2441675618
786	0.2440018229
787	0.2439463542
788	0.2438821289
789	0.2437235189
790	0.2436773763
791	0.243542334
792	0.2434625977
793	0.2433507324
794	0.2432224284
795	0.2431163249
796	0.2430164388
797	0.242937028
798	0.2428483073
799	0.2427787109
800	0.2427131348
801	0.2425828288
802	0.2424983887
803	0.242434375
804	0.2423511068
805	0.2422063639
806	0.2421373047
807	0.2420808105
808	0.2419830078
809	0.2419062012
810	0.2417868978
811	0.2416481934
812	0.241491862
813	0.2414261393
814	0.2412907552
815	0.2412117187
816	0.2411162923
817	0.2410207031
818	0.2409124186
819	0.2408499349
820	0.2407302409
821	0.2406112305
822	0.2404604329
823	0.2403803223
824	0.2402895996
825	0.2401897461
826	0.2400977865
827	0.2400088542
828	0.2399466797
829	0.2398506348
830	0.2397436849
831	0.2396355469
832	0.2395766439
833	0.2394856445
834	0.2393454102
835	0.2392685547
836	0.2391683594
837	0.2391051921
838	0.239007015
839	0.2389451497
840	0.2388899089
841	0.238810319
842	0.2387240885
843	0.2386722819
844	0.2385960449
845	0.2385026042
846	0.2384181966
847	0.2383270182
848	0.2382282064
849	0.2381327962
850	0.2380127767
851	0.2379315267
852	0.2378682292
853	0.2378001953
854	0.2377097819
855	0.2376294271
856	0.2375437174
857	0.2374510254
858	0.2373755046
859	0.2372673177
860	0.2372029948
861	0.2371111491
862	0.2370626953
863	0.2369957682
864	0.236889681
865	0.2368476563
866	0.2367570964
867	0.2366778809
868	0.2365249837
869	0.2364381836
870	0.2363755534
871	0.236304362
872	0.2362324707
873	0.2361564453
874	0.2360874349
875	0.2359290853
876	0.2358577148
877	0.2357431803
878	0.2356105469
879	0.2355119466
880	0.2354441732
881	0.2353572591
882	0.2353171387
883	0.2352670247
884	0.2351948079
885	0.2351359538
886	0.235029541
887	0.2349783529
888	0.2349102051
889	0.2348367513
890	0.2347561198
891	0.2347062988
892	0.2346131836
893	0.2345516439
894	0.2344233398
895	0.2343444661
896	0.2341947428
897	0.2341589844
898	0.2340659342
899	0.2339600423
900	0.233862207
901	0.2338066569
902	0.2337458659
903	0.2336077474
904	0.2335249023
905	0.2333987956
906	0.2333404134
907	0.2332600586
908	0.2331969401
909	0.233114974
910	0.233039388
911	0.2329575846
912	0.2328770508
913	0.2327789876
914	0.2327181803
915	0.232620931
916	0.2325092773
917	0.2324301107
918	0.232358903
919	0.2322197428
920	0.2321491862
921	0.23203514
922	0.2318899089
923	0.2318095866
924	0.2317509115
925	0.2316001953
926	0.2315193848
927	0.2313866211
928	0.231318929
929	0.2312458496
930	0.2311380208
931	0.231031901
932	0.2309482747
933	0.2308530599
934	0.2307793945
935	0.2306830729
936	0.2305890299
937	0.2305306315
938	0.230446875
939	0.2303097493
940	0.2301828939
941	0.2301267253
942	0.2300644206
943	0.2300051107
944	0.2299494792
945	0.2298277181
946	0.2297746257
947	0.2297125488
948	0.2296261719
949	0.229574349
950	0.2295171224
951	0.2294400228
952	0.2293652669
953	0.2293238607
954	0.2292380046
955	0.229148763
956	0.229113737
957	0.229065332
958	0.2289439128
959	0.2288499023
960	0.2287407227
961	0.2286568197
962	0.2285903971
963	0.2285539551
964	0.2284749186
965	0.2283928711
966	0.2282727865
967	0.2281675944
968	0.2280291667
969	0.2279565267
970	0.2278603841
971	0.2277576823
972	0.2276443034
973	0.2275849447
974	0.2274901367
975	0.227439974
976	0.2273507812
977	0.2272875651
978	0.2271942383
979	0.227110319
980	0.227015918
981	0.2269046061
982	0.2268638997
983	0.2268161458
984	0.2266866536
985	0.2266201497
986	0.226539974
987	0.2263988932
988	0.2263261393
989	0.226248763
990	0.2261473958
991	0.2260694499
992	0.2260171387
993	0.2259574219
994	0.2258630697
995	0.2257632813
996	0.2256214844
997	0.2255247884
998	0.2254193034
999	0.2253106445
